Code1|Code2|Code3|County Name/State Abbreviation|Year|Labor Force|Employed|Unemployed|Unemployment (%)
CN4107100000000|41|071|Yamhill County, OR|2008|47,894     |44,786     |3,108     |6.5     
CN4200100000000|42|001|Adams County, PA|2008|56,402     |53,970     |2,432     |4.3     
CN4200300000000|42|003|Allegheny County, PA|2008|643,395     |612,419     |30,976     |4.8     
CN4200500000000|42|005|Armstrong County, PA|2008|33,403     |31,430     |1,973     |5.9     
CN4200700000000|42|007|Beaver County, PA|2008|90,548     |85,593     |4,955     |5.5     
CN4200900000000|42|009|Bedford County, PA|2008|24,468     |22,801     |1,667     |6.8     
CN4201100000000|42|011|Berks County, PA|2008|206,505     |195,467     |11,038     |5.3     
CN4201300000000|42|013|Blair County, PA|2008|65,574     |62,177     |3,397     |5.2     
CN4201500000000|42|015|Bradford County, PA|2008|31,147     |29,509     |1,638     |5.3     
CN4201700000000|42|017|Bucks County, PA|2008|353,465     |336,821     |16,644     |4.7     
CN4201900000000|42|019|Butler County, PA|2008|99,234     |94,635     |4,599     |4.6     
CN4202100000000|42|021|Cambria County, PA|2008|69,579     |65,313     |4,266     |6.1     
CN4202300000000|42|023|Cameron County, PA|2008|2,536     |2,308     |228     |9.0     
CN4202500000000|42|025|Carbon County, PA|2008|31,601     |29,475     |2,126     |6.7     
CN4202700000000|42|027|Centre County, PA|2008|75,538     |72,293     |3,245     |4.3     
CN4202900000000|42|029|Chester County, PA|2008|274,238     |263,491     |10,747     |3.9     
CN4203100000000|42|031|Clarion County, PA|2008|20,835     |19,537     |1,298     |6.2     
CN4203300000000|42|033|Clearfield County, PA|2008|40,775     |38,038     |2,737     |6.7     
CN4203500000000|42|035|Clinton County, PA|2008|19,460     |18,258     |1,202     |6.2     
CN4203700000000|42|037|Columbia County, PA|2008|36,409     |34,273     |2,136     |5.9     
CN4203900000000|42|039|Crawford County, PA|2008|43,562     |41,116     |2,446     |5.6     
CN4204100000000|42|041|Cumberland County, PA|2008|125,832     |120,498     |5,334     |4.2     
CN4204300000000|42|043|Dauphin County, PA|2008|138,090     |131,631     |6,459     |4.7     
CN4204500000000|42|045|Delaware County, PA|2008|287,490     |273,179     |14,311     |5.0     
CN4204700000000|42|047|Elk County, PA|2008|17,578     |16,531     |1,047     |6.0     
CN4204900000000|42|049|Erie County, PA|2008|141,912     |133,934     |7,978     |5.6     
CN4205100000000|42|051|Fayette County, PA|2008|66,718     |62,362     |4,356     |6.5     
CN4205300000000|42|053|Forest County, PA|2008|2,392     |2,209     |183     |7.7     
CN4205500000000|42|055|Franklin County, PA|2008|82,775     |79,218     |3,557     |4.3     
CN4205700000000|42|057|Fulton County, PA|2008|8,146     |7,559     |587     |7.2     
CN4205900000000|42|059|Greene County, PA|2008|18,622     |17,546     |1,076     |5.8     
CN4206100000000|42|061|Huntingdon County, PA|2008|22,631     |21,148     |1,483     |6.6     
CN4206300000000|42|063|Indiana County, PA|2008|46,969     |44,497     |2,472     |5.3     
CN4206500000000|42|065|Jefferson County, PA|2008|23,301     |22,009     |1,292     |5.5     
CN4206700000000|42|067|Juniata County, PA|2008|12,451     |11,788     |663     |5.3     
CN4206900000000|42|069|Lackawanna County, PA|2008|108,526     |102,231     |6,295     |5.8     
CN4207100000000|42|071|Lancaster County, PA|2008|274,555     |262,878     |11,677     |4.3     
CN4207300000000|42|073|Lawrence County, PA|2008|43,950     |41,240     |2,710     |6.2     
CN4207500000000|42|075|Lebanon County, PA|2008|73,369     |70,324     |3,045     |4.2     
CN4207700000000|42|077|Lehigh County, PA|2008|178,950     |168,895     |10,055     |5.6     
CN4207900000000|42|079|Luzerne County, PA|2008|161,744     |151,642     |10,102     |6.2     
CN4208100000000|42|081|Lycoming County, PA|2008|60,703     |57,136     |3,567     |5.9     
CN4208300000000|42|083|McKean County, PA|2008|21,938     |20,594     |1,344     |6.1     
CN4208500000000|42|085|Mercer County, PA|2008|55,808     |52,070     |3,738     |6.7     
CN4208700000000|42|087|Mifflin County, PA|2008|22,790     |21,297     |1,493     |6.6     
CN4208900000000|42|089|Monroe County, PA|2008|84,017     |78,991     |5,026     |6.0     
CN4209100000000|42|091|Montgomery County, PA|2008|438,010     |419,127     |18,883     |4.3     
CN4209300000000|42|093|Montour County, PA|2008|9,438     |8,988     |450     |4.8     
CN4209500000000|42|095|Northampton County, PA|2008|153,803     |145,401     |8,402     |5.5     
CN4209700000000|42|097|Northumberland County, PA|2008|48,029     |44,896     |3,133     |6.5     
CN4209900000000|42|099|Perry County, PA|2008|25,003     |23,700     |1,303     |5.2     
CN4210100000000|42|101|Philadelphia County/city, PA|2008|630,620     |586,024     |44,596     |7.1     
CN4210300000000|42|103|Pike County, PA|2008|28,443     |26,736     |1,707     |6.0     
CN4210500000000|42|105|Potter County, PA|2008|7,784     |7,228     |556     |7.1     
CN4210700000000|42|107|Schuylkill County, PA|2008|74,496     |69,866     |4,630     |6.2     
CN4210900000000|42|109|Snyder County, PA|2008|19,821     |18,615     |1,206     |6.1     
CN4211100000000|42|111|Somerset County, PA|2008|39,439     |36,942     |2,497     |6.3     
CN4211300000000|42|113|Sullivan County, PA|2008|3,006     |2,835     |171     |5.7     
CN4211500000000|42|115|Susquehanna County, PA|2008|22,028     |20,783     |1,245     |5.7     
CN4211700000000|42|117|Tioga County, PA|2008|20,623     |19,374     |1,249     |6.1     
CN4211900000000|42|119|Union County, PA|2008|17,849     |16,733     |1,116     |6.3     
CN4212100000000|42|121|Venango County, PA|2008|26,447     |24,947     |1,500     |5.7     
CN4212300000000|42|123|Warren County, PA|2008|21,823     |20,690     |1,133     |5.2     
CN4212500000000|42|125|Washington County, PA|2008|106,420     |100,875     |5,545     |5.2     
CN4212700000000|42|127|Wayne County, PA|2008|25,742     |24,400     |1,342     |5.2     
CN4212900000000|42|129|Westmoreland County, PA|2008|189,007     |179,023     |9,984     |5.3     
CN4213100000000|42|131|Wyoming County, PA|2008|14,548     |13,671     |877     |6.0     
CN4213300000000|42|133|York County, PA|2008|229,230     |218,459     |10,771     |4.7     
CN4400100000000|44|001|Bristol County, RI|2008|27,450     |25,585     |1,865     |6.8     
CN4400300000000|44|003|Kent County, RI|2008|97,344     |90,157     |7,187     |7.4     
CN4400500000000|44|005|Newport County, RI|2008|44,011     |41,018     |2,993     |6.8     
CN4400700000000|44|007|Providence County, RI|2008|327,491     |300,024     |27,467     |8.4     
CN4400900000000|44|009|Washington County, RI|2008|74,032     |69,157     |4,875     |6.6     
CN4500100000000|45|001|Abbeville County, SC|2008|11,335     |10,419     |916     |8.1     
CN4500300000000|45|003|Aiken County, SC|2008|74,897     |70,514     |4,383     |5.9     
CN4500500000000|45|005|Allendale County, SC|2008|3,335     |2,784     |551     |16.5     
CN4500700000000|45|007|Anderson County, SC|2008|85,313     |79,547     |5,766     |6.8     
CN4500900000000|45|009|Bamberg County, SC|2008|6,326     |5,614     |712     |11.3     
CN4501100000000|45|011|Barnwell County, SC|2008|8,815     |7,854     |961     |10.9     
CN4501300000000|45|013|Beaufort County, SC|2008|63,741     |60,361     |3,380     |5.3     
CN4501500000000|45|015|Berkeley County, SC|2008|79,848     |74,956     |4,892     |6.1     
CN4501700000000|45|017|Calhoun County, SC|2008|6,763     |6,246     |517     |7.6     
CN4501900000000|45|019|Charleston County, SC|2008|174,276     |165,025     |9,251     |5.3     
CN4502100000000|45|021|Cherokee County, SC|2008|25,546     |23,231     |2,315     |9.1     
CN4502300000000|45|023|Chester County, SC|2008|15,314     |13,505     |1,809     |11.8     
CN4502500000000|45|025|Chesterfield County, SC|2008|18,591     |16,926     |1,665     |9.0     
CN4502700000000|45|027|Clarendon County, SC|2008|12,511     |11,290     |1,221     |9.8     
CN4502900000000|45|029|Colleton County, SC|2008|16,649     |15,278     |1,371     |8.2     
CN4503100000000|45|031|Darlington County, SC|2008|31,143     |28,493     |2,650     |8.5     
CN4503300000000|45|033|Dillon County, SC|2008|12,972     |11,634     |1,338     |10.3     
CN4503500000000|45|035|Dorchester County, SC|2008|63,518     |59,928     |3,590     |5.7     
CN4503700000000|45|037|Edgefield County, SC|2008|10,934     |10,199     |735     |6.7     
CN4503900000000|45|039|Fairfield County, SC|2008|11,195     |10,004     |1,191     |10.6     
CN4504100000000|45|041|Florence County, SC|2008|62,863     |58,463     |4,400     |7.0     
CN4504300000000|45|043|Georgetown County, SC|2008|30,367     |28,113     |2,254     |7.4     
CN4504500000000|45|045|Greenville County, SC|2008|223,956     |211,534     |12,422     |5.5     
CN4504700000000|45|047|Greenwood County, SC|2008|30,615     |28,281     |2,334     |7.6     
CN4504900000000|45|049|Hampton County, SC|2008|7,721     |7,028     |693     |9.0     
CN4505100000000|45|051|Horry County, SC|2008|130,715     |121,473     |9,242     |7.1     
CN4505300000000|45|053|Jasper County, SC|2008|10,055     |9,447     |608     |6.0     
CN4505500000000|45|055|Kershaw County, SC|2008|29,752     |27,802     |1,950     |6.6     
CN4505700000000|45|057|Lancaster County, SC|2008|29,582     |26,181     |3,401     |11.5     
CN4505900000000|45|059|Laurens County, SC|2008|32,897     |30,464     |2,433     |7.4     
CN4506100000000|45|061|Lee County, SC|2008|8,125     |7,368     |757     |9.3     
CN4506300000000|45|063|Lexington County, SC|2008|132,615     |126,144     |6,471     |4.9     
CN4506500000000|45|065|McCormick County, SC|2008|3,444     |3,073     |371     |10.8     
CN4506700000000|45|067|Marion County, SC|2008|12,763     |11,015     |1,748     |13.7     
CN4506900000000|45|069|Marlboro County, SC|2008|11,659     |10,200     |1,459     |12.5     
CN4507100000000|45|071|Newberry County, SC|2008|18,582     |17,289     |1,293     |7.0     
CN4507300000000|45|073|Oconee County, SC|2008|30,608     |28,369     |2,239     |7.3     
CN4507500000000|45|075|Orangeburg County, SC|2008|41,087     |36,936     |4,151     |10.1     
CN4507700000000|45|077|Pickens County, SC|2008|58,155     |54,637     |3,518     |6.0     
CN4507900000000|45|079|Richland County, SC|2008|180,447     |169,429     |11,018     |6.1     
CN4508100000000|45|081|Saluda County, SC|2008|8,929     |8,395     |534     |6.0     
CN4508300000000|45|083|Spartanburg County, SC|2008|135,710     |126,430     |9,280     |6.8     
CN4508500000000|45|085|Sumter County, SC|2008|43,755     |40,137     |3,618     |8.3     
CN4508700000000|45|087|Union County, SC|2008|11,696     |10,432     |1,264     |10.8     
CN4508900000000|45|089|Williamsburg County, SC|2008|15,437     |13,835     |1,602     |10.4     
CN4509100000000|45|091|York County, SC|2008|107,682     |100,129     |7,553     |7.0     
CN4600300000000|46|003|Aurora County, SD|2008|1,480     |1,434     |46     |3.1     
CN4600500000000|46|005|Beadle County, SD|2008|9,705     |9,462     |243     |2.5     
CN4600700000000|46|007|Bennett County, SD|2008|1,367     |1,312     |55     |4.0     
CN4600900000000|46|009|Bon Homme County, SD|2008|3,074     |2,968     |106     |3.4     
CN4601100000000|46|011|Brookings County, SD|2008|19,593     |19,118     |475     |2.4     
CN4601300000000|46|013|Brown County, SD|2008|21,229     |20,706     |523     |2.5     
CN4601500000000|46|015|Brule County, SD|2008|2,803     |2,727     |76     |2.7     
CN4601700000000|46|017|Buffalo County, SD|2008|482     |433     |49     |10.2     
CN4601900000000|46|019|Butte County, SD|2008|5,483     |5,331     |152     |2.8     
CN4602100000000|46|021|Campbell County, SD|2008|838     |814     |24     |2.9     
CN4602300000000|46|023|Charles Mix County, SD|2008|4,054     |3,911     |143     |3.5     
CN4602500000000|46|025|Clark County, SD|2008|1,815     |1,745     |70     |3.9     
CN4602700000000|46|027|Clay County, SD|2008|7,700     |7,488     |212     |2.8     
CN4602900000000|46|029|Codington County, SD|2008|16,624     |16,122     |502     |3.0     
CN4603100000000|46|031|Corson County, SD|2008|1,364     |1,294     |70     |5.1     
CN4603300000000|46|033|Custer County, SD|2008|4,902     |4,764     |138     |2.8     
CN4603500000000|46|035|Davison County, SD|2008|11,293     |10,998     |295     |2.6     
CN4603700000000|46|037|Day County, SD|2008|2,914     |2,787     |127     |4.4     
CN4603900000000|46|039|Deuel County, SD|2008|2,774     |2,668     |106     |3.8     
CN4604100000000|46|041|Dewey County, SD|2008|2,512     |2,281     |231     |9.2     
CN4604300000000|46|043|Douglas County, SD|2008|1,706     |1,660     |46     |2.7     
CN4604500000000|46|045|Edmunds County, SD|2008|2,072     |2,015     |57     |2.8     
CN4604700000000|46|047|Fall River County, SD|2008|3,758     |3,630     |128     |3.4     
CN4604900000000|46|049|Faulk County, SD|2008|1,145     |1,111     |34     |3.0     
CN4605100000000|46|051|Grant County, SD|2008|4,260     |4,105     |155     |3.6     
CN4605300000000|46|053|Gregory County, SD|2008|2,368     |2,287     |81     |3.4     
CN4605500000000|46|055|Haakon County, SD|2008|1,160     |1,130     |30     |2.6     
CN4605700000000|46|057|Hamlin County, SD|2008|3,004     |2,904     |100     |3.3     
CN4605900000000|46|059|Hand County, SD|2008|1,891     |1,841     |50     |2.6     
CN4606100000000|46|061|Hanson County, SD|2008|1,980     |1,919     |61     |3.1     
CN4606300000000|46|063|Harding County, SD|2008|785     |764     |21     |2.7     
CN4606500000000|46|065|Hughes County, SD|2008|10,322     |10,077     |245     |2.4     
CN4606700000000|46|067|Hutchinson County, SD|2008|3,757     |3,642     |115     |3.1     
CN4606900000000|46|069|Hyde County, SD|2008|738     |717     |21     |2.8     
CN4607100000000|46|071|Jackson County, SD|2008|1,226     |1,155     |71     |5.8     
CN4607300000000|46|073|Jerauld County, SD|2008|1,435     |1,401     |34     |2.4     
CN4607500000000|46|075|Jones County, SD|2008|692     |675     |17     |2.5     
CN4607700000000|46|077|Kingsbury County, SD|2008|3,011     |2,913     |98     |3.3     
CN4607900000000|46|079|Lake County, SD|2008|6,815     |6,600     |215     |3.2     
CN4608100000000|46|081|Lawrence County, SD|2008|13,543     |13,155     |388     |2.9     
CN4608300000000|46|083|Lincoln County, SD|2008|22,120     |21,570     |550     |2.5     
CN4608500000000|46|085|Lyman County, SD|2008|1,987     |1,897     |90     |4.5     
CN4608700000000|46|087|McCook County, SD|2008|2,744     |2,647     |97     |3.5     
CN4608900000000|46|089|McPherson County, SD|2008|1,117     |1,070     |47     |4.2     
CN4609100000000|46|091|Marshall County, SD|2008|2,109     |2,017     |92     |4.4     
CN4609300000000|46|093|Meade County, SD|2008|12,383     |11,996     |387     |3.1     
CN4609500000000|46|095|Mellette County, SD|2008|881     |842     |39     |4.4     
CN4609700000000|46|097|Miner County, SD|2008|1,253     |1,210     |43     |3.4     
CN4609900000000|46|099|Minnehaha County, SD|2008|100,944     |98,082     |2,862     |2.8     
CN4610100000000|46|101|Moody County, SD|2008|4,063     |3,889     |174     |4.3     
CN4610200000000|46|102|Oglala Lakota County, SD|2008|3,788     |3,469     |319     |8.4     
CN4610300000000|46|103|Pennington County, SD|2008|55,229     |53,608     |1,621     |2.9     
CN4610500000000|46|105|Perkins County, SD|2008|1,620     |1,570     |50     |3.1     
CN4610700000000|46|107|Potter County, SD|2008|1,307     |1,267     |40     |3.1     
CN4610900000000|46|109|Roberts County, SD|2008|4,861     |4,658     |203     |4.2     
